Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
06.01.2019;00:00;00:00;115.779;34.301;64.607,75;189.513;11.843,5;2.983;225.536,5;366.325,5;205.744,75;155.988,75;21.664,75;41.381,25
07.01.2019;00:00;00:00;115.892,25;36.594,5;70.655;371.130;10.429,5;3.032,75;223.297,25;352.249,25;262.462,5;191.267,5;39.450,5;39.138,25
08.01.2019;00:00;00:00;114.785,5;37.549,75;88.442,75;875.618;13.495;3.080,5;216.172,25;213.969;104.702,75;126.231;19.773,5;39.777,5
09.01.2019;00:00;00:00;115.223,75;36.863,5;108.285;670.005;13.002;3.051;222.052,25;272.120,5;181.274;156.652;22.660;40.186,25
10.01.2019;00:00;00:00;117.061;41.432,75;23.505;160.083,25;10.977;4.061;227.584;342.333,5;355.936,25;245.905,75;44.625,25;44.576,5
11.01.2019;00:00;00:00;118.015,5;37.736;102.615,75;392.819,75;5.340,25;4.866,25;219.319;344.894,5;285.271,5;215.405;25.408,75;42.841
12.01.2019;00:00;00:00;117.939,25;34.432;106.132,25;615.603,25;6.872,25;4.769;213.932,25;260.743,75;119.866,75;127.826,5;18.019,25;41.405,25
13.01.2019;00:00;00:00;116.694;36.274,75;108.163,25;793.787,5;6.074,25;3.730;209.035,75;131.513,25;60.603;79.957,25;9.246,75;37.633,25
14.01.2019;00:00;00:00;115.961,75;43.601,5;102.841,25;738.951,5;25.281;4.612,75;204.689;196.417;140.757,75;144.775,5;31.513,5;38.574,5
15.01.2019;00:00;00:00;115.532,25;42.057,5;84.224,75;745.699;15.103,25;4.865,25;216.589,25;253.638,5;179.439,75;163.415,75;27.290;38.843,25
16.01.2019;00:00;00:00;116.464,75;37.965;107.190,5;624.701,75;31.044,5;4.802,5;216.355,75;292.088,5;163.175,25;176.604;26.955,75;38.422,5
17.01.2019;00:00;00:00;116.204,25;36.345,25;116.248,5;633.199,25;20.160,5;4.739;217.136,75;317.569,25;186.963;161.749,25;15.059,25;37.965,5
18.01.2019;00:00;00:00;116.131;39.695,5;31.197,75;224.250;47.412;4.895,5;226.026,25;379.765;343.595,75;225.217,75;39.726,25;36.459,5
19.01.2019;00:00;00:00;117.768;38.698,25;28.177,75;108.163,5;63.100;4.911,75;227.815,5;367.197,5;348.600,5;180.884,25;13.100,75;37.072,5
20.01.2019;00:00;00:00;118.097;36.100,25;9.805,75;52.857;53.513,25;4.867;227.720,5;364.172,25;340.575,5;185.884;15.861;36.058,75
21.01.2019;00:00;00:00;117.862,75;39.348,75;39.419;93.774,5;51.719,75;4.809,25;227.502;390.236;384.985,75;262.253;44.654,5;36.712,5
22.01.2019;00:00;00:00;118.421,25;41.961,75;97.374,5;196.913,25;37.537,5;4.788;227.375;389.867,5;373.621,5;252.593,25;28.364,75;39.319,75
23.01.2019;00:00;00:00;118.491,75;42.409;32.907,75;136.229;27.035,75;4.870,75;227.782;389.862,75;375.360,5;284.159;47.580,25;40.960
24.01.2019;00:00;00:00;116.724;42.647,25;15.640,25;36.292;14.510;4.893,5;228.116,75;388.795,25;365.623,5;298.413,25;43.253,25;45.397,25
25.01.2019;00:00;00:00;118.393;40.375;56.852,5;125.604,75;16.236;4.900,5;227.444;384.305;340.529;270.844;36.969;40.243,75
26.01.2019;00:00;00:00;117.667,75;34.805,75;68.699,5;435.589,25;11.532,5;4.807,75;226.532,75;346.540,75;195.756,25;148.694,25;20.601;38.716
27.01.2019;00:00;00:00;116.828;31.524,75;81.880,5;508.086;23.961,5;4.490,5;222.954,75;286.937,25;124.911,5;111.857,75;15.860,5;38.471,25
28.01.2019;00:00;00:00;114.654,75;31.209,5;75.155;421.505,75;24.377,75;4.819,75;226.219,25;366.693;263.978,25;187.707,75;27.467;39.435,25
29.01.2019;00:00;00:00;115.621,25;37.294;83.183;266.490,25;35.955,5;4.823;227.050,5;359.366,5;346.481,25;239.262;40.470;39.453,5
30.01.2019;00:00;00:00;116.268;35.931,5;75.323,75;373.641,5;33.923,25;4.785;222.651;374.898,5;315.309;229.726;29.530,25;32.994,75
31.01.2019;00:00;00:00;116.474,75;35.669,5;62.624,75;184.692,25;54.459,75;4.769,75;227.218,75;379.921;369.866,5;242.904,75;41.816;40.812
01.02.2019;00:00;00:00;117.752,5;34.327,5;95.361,5;262.840,75;20.371,25;4.616;224.600;353.985,5;319.642;235.176,5;30.068,75;40.795,75
02.02.2019;00:00;00:00;117.551,75;34.785,5;31.722;83.190;20.032,5;4.615,25;226.829,5;359.276,25;296.771;179.940;16.989;42.270,75
03.02.2019;00:00;00:00;116.901,75;32.272,5;63.611,75;225.040,75;19.588;4.664,5;226.454,75;352.630,25;215.672,25;169.248,5;16.033,5;42.232
04.02.2019;00:00;00:00;116.199;31.380,75;97.809;385.606,5;56.589;4.697;214.827,5;349.361,5;245.774;184.257,5;23.855,5;41.865,75
05.02.2019;00:00;00:00;116.265,25;34.236,75;79.606,5;282.050,5;35.245,75;4.761,75;218.850;378.725,75;290.404,75;237.834,75;34.155,5;38.999,25
06.02.2019;00:00;00:00;117.052,5;33.347,25;91.282,25;276.801,75;54.640;4.702;227.033,75;386.779;287.156;230.619,25;29.478;38.715,5
07.02.2019;00:00;00:00;117.028,75;33.135;82.929;518.202,25;27.671,5;4.737,25;223.697,75;332.712,5;179.842,75;158.244;28.230,25;40.304,75
08.02.2019;00:00;00:00;117.086,5;33.655,75;106.724;668.273,75;55.579,75;4.608;218.354,75;258.286,25;113.847;135.064,75;31.760,25;39.653,5
09.02.2019;00:00;00:00;114.226,25;32.888,75;87.049;841.893,5;57.345,75;3.854,25;196.573,5;117.737,25;63.359,5;72.475,75;17.034,5;37.236,5
10.02.2019;00:00;00:00;116.291,5;32.391,5;79.943;708.061,25;25.343,75;3.910,75;200.372,25;133.453,75;48.134,75;81.409;19.492;36.991,75
11.02.2019;00:00;00:00;115.225;37.674;84.790,75;713.904,5;40.097,5;4.384,75;209.104,75;250.957,5;115.788,75;122.481,5;35.483,5;38.726,25
12.02.2019;00:00;00:00;116.781;37.482,5;79.167,5;393.286,25;46.594,5;4.595,75;223.683;366.959,5;261.871;191.738,5;26.761,75;41.695
13.02.2019;00:00;00:00;117.695;36.357;106.991;365.318;72.096,25;4.545;222.208,25;378.084;238.752,25;197.846,25;23.502,25;46.241,25
14.02.2019;00:00;00:00;117.470,5;36.455,75;62.234,75;126.655,75;102.959;4.574,75;226.538,75;399.087,75;282.297,25;195.501,25;31.545,5;47.178,75
15.02.2019;00:00;00:00;117.038,5;37.379,25;52.152,25;154.710,5;126.462,5;4.639,25;225.329,75;400.331,75;236.796,25;178.845,25;25.531,5;47.279
16.02.2019;00:00;00:00;118.233;35.590;102.280,5;284.562,5;127.754,5;4.453,75;220.552,5;366.916,75;113.456,75;111.373,75;20.577,75;47.847,25
17.02.2019;00:00;00:00;117.915,25;33.555;64.744,5;150.623,5;121.886;4.464,5;225.706,25;395.514;113.486,75;109.177,25;14.343,75;47.773
18.02.2019;00:00;00:00;117.116,75;34.559,25;67.648,25;190.383,5;130.738,5;4.468;225.890,5;398.186,5;202.423,25;153.035,75;32.166,5;47.442,75
19.02.2019;00:00;00:00;116.815;34.767,25;114.492,25;469.356,75;66.616;4.551,5;217.782,25;368.368,75;170.694,75;154.086,25;22.140,75;47.790,5
20.02.2019;00:00;00:00;116.305,25;35.333,75;103.053;270.613;75.159,75;4.561,5;225.102,5;377.373;219.611,25;177.459,25;31.972,5;46.801,75
21.02.2019;00:00;00:00;117.271,5;36.636;90.489,75;327.466;63.604;4.567;224.858;408.876,25;210.914,25;171.744,75;21.943,25;47.505,5
22.02.2019;00:00;00:00;117.973;40.528,25;36.490;202.596,5;47.568,75;4.681;225.546,75;413.439,75;238.987,75;175.984,25;29.828,5;46.938
23.02.2019;00:00;00:00;118.553;41.270,5;35.564,5;180.535,25;128.440,5;4.754;225.936,5;383.435;147.582,75;112.211,75;11.669,25;45.952,25
24.02.2019;00:00;00:00;117.605,25;37.374,25;16.636;89.006,5;127.711;4.527,75;221.603,25;385.449,25;145.083,75;113.116,75;12.704,5;45.187,75
25.02.2019;00:00;00:00;117.230,75;37.550,75;16.880,5;97.808;138.886,75;4.576;224.839,5;394.571;213.788;168.278;31.006;42.351,75
26.02.2019;00:00;00:00;116.146;40.705;9.124,75;76.691,5;131.281,75;4.499,25;225.620,75;383.146,75;230.662;177.750,5;30.996,5;37.545,25
27.02.2019;00:00;00:00;114.211;40.970,25;43.406;136.073,5;149.453,75;4.438,75;225.203,5;375.155,5;201.397,25;164.984,5;29.732,5;37.537,25
28.02.2019;00:00;00:00;114.680,25;40.070,75;35.912;407.216,25;121.549;4.409,75;223.492,5;367.107,5;162.486;115.022,75;16.337,75;46.268,25
01.03.2019;00:00;00:00;117.383;43.122,25;36.866,25;177.888,75;31.873,75;4.747,5;225.327,25;368.333;227.484,25;156.856,5;36.630;46.261,75
02.03.2019;00:00;00:00;117.851,75;44.905;58.605,25;198.082,25;35.210,5;4.784,5;225.332,75;349.329,25;126.621,5;119.176,75;13.307,25;45.984
03.03.2019;00:00;00:00;116.002;39.239,25;110.249,75;729.492,75;48.658,5;3.510,75;167.382;137.081,5;39.052;67.808,25;28.257,5;41.825,75
04.03.2019;00:00;00:00;113.519,5;40.957,5;91.845,5;846.575,5;60.334,75;4.156,5;206.357,25;151.816,25;60.397;106.813,25;32.541,75;43.124,5
05.03.2019;00:00;00:00;114.512,75;41.888,25;86.491;664.296,25;70.023,25;4.526;217.246,5;242.053,75;79.516,5;128.666,25;30.186,75;43.538,25
06.03.2019;00:00;00:00;114.518,75;41.965;113.140,5;488.777,75;100.055,5;4.634,75;223.036,25;295.882,5;83.191,25;118.199,75;24.205,75;44.807
07.03.2019;00:00;00:00;115.216,25;41.699;122.121,75;732.920,75;69.868,25;4.266,5;215.949;202.543,5;81.327;109.835;26.468;43.415,5
08.03.2019;00:00;00:00;115.605,75;44.708,25;118.098,75;691.874,75;83.474,25;4.364,5;203.956,75;196.784;90.880;113.452;40.229;43.407,5
09.03.2019;00:00;00:00;114.516,75;43.160;114.339,75;809.798,75;59.286,75;3.643;189.812;119.367,25;46.818,5;86.725;18.713;41.403,5
10.03.2019;00:00;00:00;114.990,5;45.253,75;60.254,5;482.233,25;51.348,75;4.351;215.900,5;153.734;43.524,5;93.696,25;30.599,5;43.113,25
11.03.2019;00:00;00:00;115.293,5;49.863,25;64.920,75;586.148;66.665,75;4.486,75;223.831,25;242.406,75;71.706;110.295,75;39.500,75;36.172,75
12.03.2019;00:00;00:00;116.165;46.955,25;111.854,5;574.239;110.939,5;4.523,75;221.530,25;246.806;76.458,75;107.666,5;23.860,25;36.757
13.03.2019;00:00;00:00;110.862,5;43.654,25;109.539,75;847.933,5;79.841;4.389,5;218.333;152.715,75;94.734,25;95.882,25;35.061;36.430,75
14.03.2019;00:00;00:00;108.810,25;42.631,75;124.895,75;767.281,25;34.122,75;4.468,5;223.138,5;194.128,75;84.898;96.363,5;33.325;28.043,25
15.03.2019;00:00;00:00;108.996,75;44.862;123.502,25;789.749;36.130;4.253,5;220.331,5;184.064;72.103,5;100.327;31.408,5;35.224,5
16.03.2019;00:00;00:00;108.984,25;46.515;117.839;671.609,75;53.091;3.866,75;213.828,75;127.951;44.370,25;77.210,25;37.691,5;30.110,25
17.03.2019;00:00;00:00;108.948,25;46.284,25;108.875;670.229,75;103.202,5;3.823,75;192.972;121.341,25;46.512;61.396;21.227;29.175,5
18.03.2019;00:00;00:00;107.814,5;47.371,75;104.445,25;616.771;101.951,25;4.498;213.313,25;220.734,75;118.171,75;111.978,75;35.743,5;35.052,25
19.03.2019;00:00;00:00;111.968;47.364,5;40.806,5;168.256;135.391,25;4.658,25;226.329,75;349.033,75;224.944,75;182.786;33.810,75;34.567
20.03.2019;00:00;00:00;117.056;47.889,5;74.431,5;171.813,75;160.745,25;4.289;224.970,25;368.762,75;178.723,75;172.581,5;24.106;34.943,25
21.03.2019;00:00;00:00;116.934;47.956,5;87.593,25;133.631;165.044;4.175,5;224.895;382.342;175.211,25;167.576;22.846;34.439,75
22.03.2019;00:00;00:00;116.903,75;45.951,25;28.501,5;84.918,75;164.430;4.192,75;225.136,75;399.901;170.576;167.402,75;24.669,25;34.871
23.03.2019;00:00;00:00;116.685;44.214,75;44.031,5;151.323,5;155.150,5;4.167,5;224.827,5;373.650;80.885,75;111.690;19.562,25;36.579,25
24.03.2019;00:00;00:00;116.566,75;43.225,75;55.343,5;124.792;137.483;4.277,5;224.088,75;323.104,25;63.209,75;95.856,75;17.628,75;36.172,5
25.03.2019;00:00;00:00;115.922,25;43.807;121.070;469.296;109.078,5;4.532,5;223.111,5;296.132,75;95.052,25;102.581,5;28.188,25;36.819,25
26.03.2019;00:00;00:00;116.641,75;44.318;93.104,25;366.723,25;85.995;4.711;216.807,75;368.667,25;134.860;121.643;26.026;37.215,5
27.03.2019;00:00;00:00;116.241,75;43.004,5;60.815;182.851;91.979;4.652,75;223.978,5;390.082,5;149.671;162.379,5;19.482,25;34.682,5
28.03.2019;00:00;00:00;113.716,25;42.376,75;15.245,5;100.288,25;102.483,25;4.516,5;225.276,25;391.733,75;149.388,25;179.131,5;28.820,25;34.945,25
29.03.2019;00:00;00:00;113.902,75;41.016,5;55.111,75;90.398,75;174.859,75;4.160;224.605,25;379.472,25;94.698,25;160.434;23.821,75;35.011,25
30.03.2019;00:00;00:00;116.084,75;40.078;32.931;122.106,5;204.367,75;3.953,25;224.265,75;313.862,25;63.880,25;90.121,75;25.170,25;35.068
31.03.2019;00:00;00:00;110.999,25;37.872;53.999,75;196.616;168.901,75;3.698,5;207.200,5;254.421;50.508;71.177,5;11.492,75;30.276
01.04.2019;00:00;00:00;115.269,75;40.665,75;31.084;272.089,25;214.220,75;4.522;224.269,25;352.498;74.543,75;124.570,25;29.688;32.855,5
02.04.2019;00:00;00:00;115.342;41.603,25;90.034,5;363.192;176.228;4.161,25;219.704,25;365.680,25;97.494,25;112.661,75;32.547,25;32.109,75
03.04.2019;00:00;00:00;115.403,25;43.738,75;34.026;163.249,5;119.339,25;4.211,5;223.924,75;387.989,5;184.214,75;171.048;34.692,75;32.666,5
04.04.2019;00:00;00:00;115.936,5;47.496;25.492,75;139.225,25;106.583;4.370,75;224.750,25;365.620,25;210.148;201.263,25;38.570,75;32.305,75
05.04.2019;00:00;00:00;115.963,75;49.171;44.421,5;85.128,25;79.474,25;4.210,5;225.797,25;364.169,25;205.733,5;191.188,75;34.358,5;32.463,5
06.04.2019;00:00;00:00;115.982;46.024,25;34.610,75;144.497,5;173.180,25;3.817,25;224.869,5;335.547,25;135.872,75;101.489;20.330,5;27.254
07.04.2019;00:00;00:00;113.347,5;42.921,75;17.585,5;156.190,75;186.997,5;3.759,75;223.818,25;326.538;105.490;88.217;13.631,25;27.483,25
08.04.2019;00:00;00:00;105.537;44.217,5;67.269;145.293,25;145.575,75;3.764,25;220.176,75;360.101,5;215.077,25;142.191;32.551;28.117
09.04.2019;00:00;00:00;104.803,25;43.452,5;59.860;228.981,5;145.911;4.143,5;222.689,5;359.562;189.157;156.785,5;24.646,25;36.841
10.04.2019;00:00;00:00;105.974,25;43.801,5;47.747,5;256.473;154.260,5;4.429;223.883,5;374.194;161.088,25;166.522,25;20.482,5;37.247,5
11.04.2019;00:00;00:00;106.584;43.801,5;18.662;217.539,25;150.207;4.747,25;225.168,25;368.556,75;193.030,75;169.387,25;27.894,25;38.147,75
12.04.2019;00:00;00:00;108.369,25;43.540;32.260;168.595;112.023,75;4.832,25;225.647,25;367.780,25;186.714;182.491,75;28.714,25;39.086
13.04.2019;00:00;00:00;115.995,5;43.764,5;79.293;188.798,25;122.773,75;4.669,75;210.603,5;361.645;118.561,5;133.147,25;18.641,25;39.441
14.04.2019;00:00;00:00;116.119,25;39.239,75;87.165,25;236.768,25;115.318,25;4.561,25;193.280,75;354.210,75;89.000,25;103.457,25;17.932,25;38.810
15.04.2019;00:00;00:00;113.499,5;37.491,75;96.440;279.132,25;225.366;4.355,75;191.492;358.547,75;107.856,5;116.938;27.496,5;38.685
16.04.2019;00:00;00:00;114.245,5;38.904,75;109.063,5;321.246,5;221.233,5;4.383;191.746,25;327.462;97.298,5;142.434,25;31.754,75;38.116
17.04.2019;00:00;00:00;115.362;40.850,75;107.794;292.405,5;201.037,25;4.218,25;190.669,5;335.032,25;109.041,5;156.369,5;24.884;38.170
18.04.2019;00:00;00:00;114.753,25;40.616;104.139,5;368.238,25;234.751,75;4.025,5;186.459,75;275.412,25;77.171;108.268,75;35.049,5;38.103,5
19.04.2019;00:00;00:00;113.997;40.460,25;63.830,25;269.988,25;238.015,75;3.642,75;186.611;221.473,75;39.149,5;71.928;24.564,75;36.331,75
20.04.2019;00:00;00:00;114.363;41.642,25;23.015;159.054,25;238.195;3.760,5;184.408,75;220.531;41.579;80.610,75;21.532;34.286,75
21.04.2019;00:00;00:00;114.228,5;40.947,5;14.444,25;125.685,5;239.743,5;3.674,25;132.401;189.161,75;42.261,25;62.070,5;24.295,5;33.058
22.04.2019;00:00;00:00;112.030,5;42.604,25;94.275,25;421.298,25;236.686,25;3.408,5;102.416;117.289,25;40.127;49.308,5;7.837,75;31.238,75
23.04.2019;00:00;00:00;112.278,25;44.964,25;115.580,25;636.540,75;186.884,5;3.597;134.512;130.450,5;47.696;79.276,75;39.830,25;34.203,5
24.04.2019;00:00;00:00;111.842,25;45.893;121.358;394.128,75;207.952,5;3.545,75;154.032,25;205.744,25;47.471;83.070,5;22.193;26.493,25
25.04.2019;00:00;00:00;111.459,25;49.515;59.956,75;286.044,25;211.870,5;3.432,75;158.057,75;231.502,25;76.029,5;109.409,5;34.468;26.841
26.04.2019;00:00;00:00;112.917,25;52.890,25;18.597,5;258.268,25;108.075,25;3.557,25;159.880,5;259.258,25;105.206,75;123.879,25;31.752,25;30.999
27.04.2019;00:00;00:00;114.407,5;51.677;43.677,25;229.899,75;126.033,5;3.762;152.118,75;242.432;62.373,75;76.937,75;19.628,5;37.033,25
28.04.2019;00:00;00:00;114.538,5;50.611,5;8.566,75;111.755,5;133.506,5;3.927,5;158.855,25;284.110,5;72.796;81.134;13.433,75;36.939,25
29.04.2019;00:00;00:00;113.304;50.758;35.169,5;226.455,25;101.918,75;3.987,25;160.575;323.064,5;137.109,75;128.362,5;31.175;37.352,25
30.04.2019;00:00;00:00;114.653,5;49.825,75;22.426;153.804,5;197.999;3.933,25;159.641;310.104,75;141.777;129.498,5;29.542,5;36.589,5
01.05.2019;00:00;00:00;114.803;46.495,75;62.497,25;215.435;186.969;3.860,75;152.985,25;208.325,25;59.262,5;74.459,5;8.790,5;35.317,75
02.05.2019;00:00;00:00;114.645;44.771,5;100.665,5;352.448,5;165.538,5;3.961;155.648;235.899,75;97.647,25;104.480,25;27.562;36.949,75
03.05.2019;00:00;00:00;112.964;50.022,25;100.619,5;313.853;125.888,75;4.014,5;158.357,75;259.401,75;111.249;135.939,25;31.836,5;38.799,25
04.05.2019;00:00;00:00;113.274,25;47.107,5;86.976;231.828,75;116.455,5;4.030,5;156.375;234.288;109.031,25;89.400,75;15.378;38.143
05.05.2019;00:00;00:00;115.230;45.733,75;87.382,25;164.367;153.199,5;3.994,75;158.937,75;217.008,25;89.053;78.342;14.772,5;37.122
06.05.2019;00:00;00:00;113.872,5;46.034,25;99.237,5;243.095;140.554,75;3.996,25;159.683,75;309.338;160.994,5;117.366,5;32.056,5;37.481
07.05.2019;00:00;00:00;114.471,75;48.194,25;37.587,25;93.987,5;174.983,75;3.959,5;159.762,75;347.533;212.530,5;140.621,25;33.262,75;37.279,25
08.05.2019;00:00;00:00;114.037,75;49.128;60.063,25;275.869,75;113.906,75;3.999,75;159.713;340.845,25;160.832,75;129.053,75;21.850,75;36.931,5
09.05.2019;00:00;00:00;110.282,25;47.649,75;51.315;208.603,25;143.072,75;4.073,5;159.210,5;324.142,5;156.837,75;132.445,75;24.702,5;30.571,25
10.05.2019;00:00;00:00;113.811,5;49.364,25;31.383,5;195.435,5;144.460,25;4.156,25;159.224,75;352.674,75;166.177,5;139.654;33.141,5;38.674,5
11.05.2019;00:00;00:00;113.992,75;47.913,25;29.226,25;224.407,75;109.649,5;4.190,25;158.471,25;308.060,25;85.004;99.172,5;9.170,25;38.248,75
12.05.2019;00:00;00:00;113.486,5;50.310,5;67.672,75;329.550,75;180.035,25;4.046,25;151.794,75;187.765,25;41.285,25;67.207,75;12.651,5;37.256,75
13.05.2019;00:00;00:00;113.647;49.773,25;27.521;257.485,75;238.400,75;4.022,25;157.992,75;276.699,25;119.532,75;99.517,5;18.632,25;38.210
14.05.2019;00:00;00:00;113.403,5;48.899;9.982,5;238.428,25;205.973;3.947,75;158.596,5;299.678;130.540,5;107.199,75;14.433,25;36.966,25
15.05.2019;00:00;00:00;113.346,5;46.450,5;12.119,75;222.899,75;179.283,75;3.949,75;158.779,75;332.592,5;134.714,25;115.231,25;20.137,75;31.439
16.05.2019;00:00;00:00;113.482,75;44.422,25;67.293;214.614;96.399,5;3.887,25;158.460,25;338.800,75;147.736;129.681;20.905,75;38.680,75
17.05.2019;00:00;00:00;114.409,75;47.249,5;73.612,5;108.667,75;170.624,75;3.691,5;150.383;324.395;146.418,5;123.579,5;27.799,25;37.087,75
18.05.2019;00:00;00:00;113.466,5;44.793,25;39.791,75;115.612,5;232.755;3.043,75;128.752;304.219,25;113.253,75;94.443;20.424,75;34.075
19.05.2019;00:00;00:00;112.436,25;44.027,75;28.851,25;103.677,25;207.598;2.960,75;128.389,25;287.967,75;96.654;74.001;12.150;33.121
20.05.2019;00:00;00:00;112.569,25;52.389,25;22.521;169.718,5;101.131,5;2.955,25;128.885,25;337.798,25;157.073;133.682,5;37.087,75;28.119,25
21.05.2019;00:00;00:00;112.996,5;47.760,25;64.604,75;315.902;84.301;2.962,75;128.523,5;328.153,75;132.938,25;117.031,5;20.002,5;35.539,5
22.05.2019;00:00;00:00;113.413,5;48.757,75;59.558,5;353.838,5;101.357;3.022,25;128.738,75;320.666,75;128.367,75;114.075,25;25.604,75;35.719,75
23.05.2019;00:00;00:00;113.170,75;49.402;51.352,75;76.081,25;239.989,75;3.408,75;129.301,75;319.550,5;118.631,75;119.224,25;22.748;36.306,25
24.05.2019;00:00;00:00;112.210;51.522;53.186;146.513,5;227.099;3.079;129.043,75;297.486,5;91.140;115.484,75;19.952,5;35.607,25
25.05.2019;00:00;00:00;113.154;52.264,75;39.123,5;119.190;173.424;3.120,75;128.638;233.886,75;61.744;103.455,5;17.797;34.043,25
26.05.2019;00:00;00:00;112.829,5;52.014,75;100.872;275.263;194.034;3.082,25;117.129;164.256,75;45.784,25;63.690,25;12.727;31.719,5
27.05.2019;00:00;00:00;112.691;54.943,75;103.182;234.470,75;153.065,5;3.345,5;137.207;239.198;86.569,75;112.000;27.294,75;33.460,25
28.05.2019;00:00;00:00;110.292,75;55.206;29.028,25;112.023;121.566,25;3.671,25;159.459;268.988,75;114.491;147.158,5;25.694;35.465,25
29.05.2019;00:00;00:00;105.224,75;53.364;28.225,5;85.198;183.077,25;3.874;169.166,5;260.591,5;109.177,5;138.930,5;28.632,75;29.021,5
30.05.2019;00:00;00:00;111.596,25;54.248,5;112.982,5;278.549,5;190.349,5;3.483,75;157.814,25;170.604,75;53.210,5;57.923,25;16.194;35.034
31.05.2019;00:00;00:00;112.098,5;55.677;51.199,25;147.002;167.987,25;3.337,25;165.286,5;224.150,25;56.996,75;92.551;26.715,75;26.682
01.06.2019;00:00;00:00;111.378,75;55.187;51.572,75;89.754,25;244.564,5;2.953;179.028;191.687,5;47.382;71.941;24.342,75;33.258,25
02.06.2019;00:00;00:00;108.485,25;56.369,25;39.775;137.572,5;255.448;2.931,25;180.883,5;166.370,5;45.578;50.983,75;24.431,75;32.211,75
03.06.2019;00:00;00:00;107.216,75;56.500;43.269;188.764,25;211.204,25;2.874;184.890,75;254.905;108.200;120.428,5;32.807,75;30.502
04.06.2019;00:00;00:00;108.177,25;53.025;36.226,75;124.133;235.855,25;2.844;187.659;282.508,75;130.256,75;138.232,25;20.809,5;31.246
05.06.2019;00:00;00:00;105.933;54.057,5;57.763,75;184.060,5;235.071;2.902,25;170.287,25;262.015;104.346,5;133.374;31.079,5;30.943,25
06.06.2019;00:00;00:00;107.992,5;53.632,25;68.704,75;301.498,75;134.831;2.948,25;155.828;223.390,5;95.055;132.536;33.666,25;31.275
07.06.2019;00:00;00:00;109.764,75;52.707,75;42.406,25;207.703,25;241.215,75;2.939,25;156.779,5;220.503,5;92.972,25;118.576,25;30.633,25;32.339
08.06.2019;00:00;00:00;109.308,25;48.167,25;95.513,5;521.588,5;188.873;2.974;121.008;107.574;40.464,5;43.903,25;20.068,75;25.662
09.06.2019;00:00;00:00;110.332,5;53.851,5;56.157;156.657;222.509,75;2.947,25;123.358;125.501;47.381;62.643;16.700,5;26.719
10.06.2019;00:00;00:00;109.261,25;54.653,5;83.010;141.431,5;150.682,25;2.941,25;125.369;162.454,75;59.771,5;78.160,25;13.297,5;26.658,5
11.06.2019;00:00;00:00;109.040,5;47.961,25;61.348,25;86.734;162.767,75;2.960;125.793,5;264.584;132.789,75;139.541,5;30.291,25;20.389,25
12.06.2019;00:00;00:00;108.867,5;43.798;33.722;163.146,75;139.644;2.972,5;125.759,75;303.220,25;152.985,75;163.718,75;34.882;28.819,25
13.06.2019;00:00;00:00;110.201,25;43.977,5;63.407,75;202.367,75;229.379;2.966,75;125.811,75;264.758;103.972,75;139.765,75;22.767;20.215,75
14.06.2019;00:00;00:00;109.927,5;48.864;40.375;151.481;214.389;2.908,25;125.022,25;281.309;119.366,25;154.263,25;30.914,5;20.538
15.06.2019;00:00;00:00;108.595,75;49.798,75;53.159;293.621,5;189.811,25;2.891,5;123.312;187.061,25;51.542,5;103.106,25;18.917,75;28.495,5
16.06.2019;00:00;00:00;110.240,5;49.127,5;37.025,25;75.844;152.440;2.901,75;125.009,25;199.716;55.810,25;96.608,75;15.690,25;20.925
17.06.2019;00:00;00:00;109.292;52.047,75;32.709,5;47.135;240.804,25;2.888,75;137.796,75;318.055,75;130.288;153.729;25.771;28.409
18.06.2019;00:00;00:00;107.896;52.841,25;11.351,75;108.633,75;238.619,5;2.910,5;140.695,5;320.984;139.676;167.869,75;34.449,5;29.072
19.06.2019;00:00;00:00;106.028,25;52.550,25;25.524,75;123.825,25;226.365,25;2.891;146.129,75;314.855,75;137.131,5;170.995,75;37.973,5;29.380
20.06.2019;00:00;00:00;107.965,75;52.844,75;17.051,75;136.066,75;161.658,25;2.910,75;150.990,5;283.533,75;84.261;162.049;17.782,5;29.707,5
21.06.2019;00:00;00:00;109.336,25;53.707,5;18.388;72.571,75;204.375,75;2.905,25;153.296,25;278.534;72.237,75;164.629,75;21.193,5;29.479
22.06.2019;00:00;00:00;109.888;53.209,75;8.081;149.344,25;190.928,75;2.939;154.847,5;231.357,25;47.496,75;97.525,5;13.116,75;29.569,75
23.06.2019;00:00;00:00;109.109,75;56.043,5;57.733,75;201.807,5;223.724;2.904,75;153.234,5;177.041,5;31.974,5;71.157,25;15.413,5;29.630,5
24.06.2019;00:00;00:00;107.479,5;57.302,25;106.604,5;232.407,5;258.794,5;2.827,5;154.411,75;234.332,75;63.243,75;132.744,25;32.903;29.973,5
