Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
05.01.2015;00:00;00:00;674.258,25;269.184,75;62.518,5;2.833.298,25;132.232,5;22.171;1.858.456,25;2.397.488,25;1.126.027,75;252.197,25;184.310;1.271.084
12.01.2015;00:00;00:00;681.273,5;278.063,5;69.017,25;2.573.815;172.052;21.491,5;1.866.435,25;2.716.830,5;1.348.851,5;245.890,75;191.200,75;732.430,75
19.01.2015;00:00;00:00;680.983,5;272.720;30.118,75;438.210,25;97.128;23.099;1.908.721;3.134.065;1.993.436,75;498.103,75;211.981,75;1.564.101,5
26.01.2015;00:00;00:00;682.815,25;245.358,75;59.826;1.623.529;130.885,5;22.892,5;1.872.986;2.817.390,75;1.870.742;344.270;193.464;1.457.899,5
02.02.2015;00:00;00:00;682.961,25;227.826,25;55.713;1.255.805,5;254.386,25;22.850;1.874.212,25;2.809.255,25;1.940.197;506.887,25;189.596,75;1.505.073,25
09.02.2015;00:00;00:00;678.681;211.060,75;65.462,75;935.814,25;300.430,5;22.713;1.900.264,25;2.858.149,5;2.083.025,75;427.115,5;185.491,5;1.496.358,5
16.02.2015;00:00;00:00;668.638,25;208.700,5;81.507,75;1.323.239,5;385.706,25;20.088,75;1.861.752;2.692.688,25;2.017.689,25;362.473,5;189.178,25;1.425.267,5
23.02.2015;00:00;00:00;668.865,25;215.901;93.699,5;1.671.686,5;442.489,5;16.714,75;1.834.265,5;2.839.987,75;1.703.498,75;316.932,25;198.025,75;1.389.204,25
02.03.2015;00:00;00:00;669.914,75;239.995;119.150,25;1.983.999,75;620.975,25;17.588,5;1.803.758,25;2.904.910,5;1.486.819,25;283.523;202.157,25;1.195.165,25
09.03.2015;00:00;00:00;661.761,75;220.848,75;88.556,5;865.828,5;625.070,25;14.321;1.668.527,25;2.835.489,25;1.963.943,25;305.871,75;186.303,75;1.389.473,5
16.03.2015;00:00;00:00;664.829,25;224.449,5;71.062,5;951.816,75;820.167,75;16.624,5;1.627.021,25;2.843.533,5;1.759.954,75;315.841,5;221.179;1.290.577,25
23.03.2015;00:00;00:00;662.265,75;229.404;84.237,75;1.172.565;595.856,25;16.721,5;1.509.356,5;2.657.308,5;1.833.437;339.553,75;214.262,25;1.159.713,75
30.03.2015;00:00;00:00;670.887,75;294.999,75;113.830;2.376.099,75;728.685,5;22.175,75;1.588.590,25;2.290.702;773.310,25;261.173;188.932,5;925.058,5
06.04.2015;00:00;00:00;670.381,25;271.516,25;65.143,5;924.533,75;1.025.352,75;24.083;1.551.528,5;2.467.738,75;1.392.663,75;218.352,25;173.013,5;1.128.658
13.04.2015;00:00;00:00;661.982;297.125,25;111.871,75;1.195.978,5;1.127.336,75;19.058,75;1.612.232,75;2.369.342,25;1.369.095,25;193.097;203.061,25;1.012.499,75
20.04.2015;00:00;00:00;661.477,5;278.665,75;80.329,5;700.819,5;1.171.343,5;21.691,75;1.628.312;2.328.359;1.526.482,75;151.698,75;194.503,5;1.099.436
27.04.2015;00:00;00:00;667.536;316.900,25;90.049,25;793.740,5;877.957,75;21.960,5;1.589.458,75;2.146.989;1.393.235,75;177.545,5;195.375,25;971.332,25
04.05.2015;00:00;00:00;659.403,75;341.928,25;174.292,5;1.566.357,75;1.025.081;19.047,25;1.582.605,25;2.107.666,25;945.841,75;176.695;203.465,75;818.795
11.05.2015;00:00;00:00;659.281,25;351.958;132.687,75;1.093.919,75;1.106.705,25;17.600;1.600.175,5;2.047.739,5;680.891,5;200.256,75;199.398;812.800
18.05.2015;00:00;00:00;667.326,75;352.799,25;77.539,25;623.172;993.065;17.532,5;1.586.224,25;1.972.409,25;1.272.489,5;210.279,75;201.884;1.013.573,75
25.05.2015;00:00;00:00;672.372;346.273;147.356,25;1.130.152,25;951.270;17.499;1.506.702,25;1.969.059,75;1.149.876,25;204.564,5;213.203;912.329
01.06.2015;00:00;00:00;646.437;341.364,25;143.657,25;1.325.733,75;1.266.447,5;15.758,25;1.512.389,75;2.178.662,5;760.981,5;195.164,25;220.741;836.611,75
08.06.2015;00:00;00:00;640.159,5;341.470;88.098,25;637.418,5;1.041.933,75;18.396,25;1.497.759,75;2.273.396;1.403.511,5;194.292,5;199.731,5;1.111.758,25
15.06.2015;00:00;00:00;640.433;368.075,25;159.358,75;828.997,25;871.460,25;19.499;1.408.322,5;2.255.897,25;1.405.507;174.473,25;195.853,75;988.606,75
22.06.2015;00:00;00:00;639.558,5;358.154,5;82.666,75;736.738;982.844,75;19.721;1.441.022,75;2.387.962,75;1.584.853,5;167.861,5;191.527,75;1.075.462,75
29.06.2015;00:00;00:00;635.577;356.539;92.672,75;621.404,75;1.381.248;16.690;1.288.860,5;2.369.356,75;1.755.502,25;224.958,25;248.499;1.106.055,75
06.07.2015;00:00;00:00;636.154,75;332.496,5;176.806;1.349.211,5;1.175.823;15.872,25;1.075.109,5;2.397.572,75;1.323.917,25;217.478,75;185.084,25;924.642,25
13.07.2015;00:00;00:00;641.329,75;311.087,25;101.404,25;695.555,5;956.254,75;16.112;1.089.844,75;2.556.783,25;1.728.013,5;221.122;203.146,5;1.134.778,25
20.07.2015;00:00;00:00;629.588,5;302.448,25;153.661;1.140.263,75;1.098.871,5;16.662,25;1.116.674,25;2.504.630,25;1.406.793,5;358.226,75;175.692,75;1.046.079,75
27.07.2015;00:00;00:00;624.571;276.009;199.646;1.529.018,5;1.036.975;15.892,75;1.275.070;2.591.357,75;749.008,5;242.364,25;161.375;650.492
03.08.2015;00:00;00:00;619.820;281.653;78.805;647.859;1.233.964,5;14.832,25;1.359.844,5;2.638.781,75;1.389.896,5;188.404,75;186.087,25;737.413,5
10.08.2015;00:00;00:00;621.690,25;276.782,25;107.752,25;687.742,25;977.931,75;14.996,5;1.625.460;2.522.897;1.701.524,25;201.591;170.260,75;732.269,5
17.08.2015;00:00;00:00;635.370,75;283.767,5;140.088,5;641.819,5;903.339,75;14.202,5;1.741.652,5;2.717.992,75;1.421.727,75;167.774,25;164.338,75;788.487
24.08.2015;00:00;00:00;638.523,75;256.948,25;219.569,75;1.135.311,5;989.085,75;14.664,25;1.729.387,75;2.732.579,25;1.447.878,25;189.513,75;189.606,5;746.671,5
31.08.2015;00:00;00:00;639.526;275.748,25;291.155,5;1.482.360,5;789.398,25;14.036,75;1.707.666,75;2.442.280;1.704.337,25;194.898,75;193.293,25;860.688
07.09.2015;00:00;00:00;651.559,75;245.966,5;132.275,75;772.151;857.141,25;14.726,5;1.752.911,25;2.961.117,5;1.827.773,25;171.082,75;157.393;748.678,25
14.09.2015;00:00;00:00;651.918;251.384,75;232.950,25;1.550.531,25;620.422,25;13.864,75;1.735.940,25;2.904.451;1.432.579,25;198.045,25;157.004,5;1.416.948,5
21.09.2015;00:00;00:00;651.999;243.499;121.358,5;659.961;693.724,75;15.873,25;1.675.347,25;3.005.478;2.107.666,5;247.798,5;175.665,75;739.395
28.09.2015;00:00;00:00;652.615,5;219.963,5;29.339,5;675.684;969.224,25;15.749,25;1.560.740,75;2.990.173,75;2.166.439;199.829;201.055,25;948.325,5
05.10.2015;00:00;00:00;661.184,5;238.922,75;229.055;998.695,75;484.109,75;14.493,75;1.363.126,75;2.960.299;2.042.630,25;339.977,75;178.388,5;788.209,5
12.10.2015;00:00;00:00;666.781,75;231.223,5;290.308,5;526.612,75;276.830;15.622,25;1.344.729;2.830.416,5;2.449.787,5;497.366,75;199.810,75;1.039.630,5
19.10.2015;00:00;00:00;678.301,5;227.335,75;201.172;660.520;319.057,5;15.537,5;1.574.194;2.900.315,25;2.238.355,75;401.938,25;191.948,75;1.227.759,25
26.10.2015;00:00;00:00;673.252,5;205.533;148.272,5;706.768,75;416.775;16.094;1.798.131,5;2.878.440,25;2.017.910;459.080,25;183.582;931.703,25
02.11.2015;00:00;00:00;671.845;181.671,5;184.349;941.203;425.681;17.200,5;1.762.267;2.769.521,75;2.006.866,25;436.693,25;170.712,5;975.196,5
09.11.2015;00:00;00:00;668.419,5;172.703;404.426,5;3.007.517;258.359;12.527,5;1.712.865,5;2.276.714,25;1.385.551;348.664,5;182.579;841.684
16.11.2015;00:00;00:00;673.667,5;192.394;343.760,75;2.731.943,5;196.720,75;14.549,25;1.746.520,75;2.658.744,25;1.386.281,75;415.156,5;194.589,5;829.154,5
23.11.2015;00:00;00:00;676.569,75;209.646,25;314.344,5;1.943.214,5;156.702,25;19.676,75;1.749.325,75;2.657.228;1.984.359,75;599.601,25;197.156;1.026.164,25
30.11.2015;00:00;00:00;749.262,5;235.970;358.436,75;2.964.546;163.984,75;17.839,5;1.733.108,75;2.299.126;1.617.529,25;431.054,5;177.136,75;853.302,75
07.12.2015;00:00;00:00;780.607,75;203.042,25;232.506,25;2.006.270;210.738,25;20.145,5;1.770.293;2.705.558,5;1.957.861,25;460.652,75;175.263;849.777
14.12.2015;00:00;00:00;775.916,5;197.408,25;329.040,75;1.464.263,25;146.375;26.997;1.762.705,5;2.790.786,5;1.830.410,25;540.252,75;189.359,5;906.829
21.12.2015;00:00;00:00;776.803,25;179.432,5;418.089,25;3.283.382;219.947,25;22.626;1.648.847,75;1.961.996,75;422.861,75;257.537,75;176.258,75;624.348
28.12.2015;00:00;00:00;775.286,5;172.690,75;357.510;1.713.184;163.297,25;27.999;1.758.574;2.289.700,5;870.670,75;329.229;161.785;595.512,75
04.01.2016;00:00;00:00;769.328;212.753,25;392.546,25;1.644.864,25;133.618,25;30.191,25;1.768.812,5;2.596.689,25;1.860.220,5;473.400,5;165.386,25;884.034,25
11.01.2016;00:00;00:00;774.915,5;238.368,75;177.036,5;1.319.091;108.217,75;31.396,5;1.796.865,25;2.990.618;2.319.968,75;515.748,25;169.822,75;990.859
18.01.2016;00:00;00:00;773.447;219.170,5;238.463,5;927.380;137.017,5;31.733,75;1.795.500;2.918.455,25;2.432.090,25;922.435,75;206.675;1.043.408,5
25.01.2016;00:00;00:00;770.023,25;227.828,75;429.655,75;3.343.679,25;233.976;28.527,25;1.698.653,75;2.280.742;1.178.921;401.343;167.388,25;796.862,75
01.02.2016;00:00;00:00;787.249;283.662,75;373.757,5;3.004.070,25;207.178,75;26.755;1.749.410,25;2.339.044;1.149.364,75;346.309,5;189.516,5;822.432,75
08.02.2016;00:00;00:00;790.279,25;269.341,75;270.911,75;2.382.086,5;270.629;27.776,75;1.750.664;2.629.692,25;1.408.856,25;405.935,5;171.264,75;835.831,75
15.02.2016;00:00;00:00;786.016;271.533,75;280.815,5;1.653.068;254.223,75;28.336,25;1.747.566,25;2.712.647,75;1.843.555,25;469.711,5;166.695,5;916.434,5
22.02.2016;00:00;00:00;788.144,5;269.164,75;225.005,25;1.456.186,25;481.698;30.290,75;1.717.628;2.534.705,75;1.834.668;408.942,5;160.553,75;868.620,75
29.02.2016;00:00;00:00;789.106,75;331.876,5;168.326,75;1.284.300,75;341.970;32.624,75;1.768.296,75;2.558.353,5;1.953.916,5;347.943,5;159.248;956.203
07.03.2016;00:00;00:00;790.985,75;321.842;99.968,5;709.215;556.353,25;33.229,25;1.770.847,25;2.475.108,25;2.031.028,25;391.021,25;149.789,25;986.232,75
14.03.2016;00:00;00:00;788.752,5;295.584;168.266,75;975.850,25;683.674,75;32.697,75;1.755.142,5;2.667.150,25;1.847.325,75;344.136,75;143.397,25;945.202,5
21.03.2016;00:00;00:00;786.200,5;276.837,25;249.263,25;1.278.777,75;516.151,75;31.331,5;1.693.571;2.455.380;1.575.011;311.387,75;151.212,25;1.389.629,5
28.03.2016;00:00;00:00;790.695,75;318.117,5;225.611;1.512.195,75;730.938,75;28.925;1.615.706,25;2.241.925;1.248.273,25;271.608,75;151.299,5;1.022.583,25
04.04.2016;00:00;00:00;778.597,75;363.318,5;235.844,75;1.134.885;773.714,75;27.111;1.322.832,75;2.483.494,25;1.685.507,25;260.178,25;144.516;730.162
11.04.2016;00:00;00:00;783.547;364.525;186.078,5;999.486,5;774.388,5;28.147;1.105.009;2.592.764,5;1.578.978,5;307.063,75;155.966;786.788,75
18.04.2016;00:00;00:00;772.493;415.709,75;234.254,5;1.252.608,5;1.045.267,5;28.530,5;1.094.963;2.515.641,25;1.297.257;229.449,5;148.876,25;716.526,5
25.04.2016;00:00;00:00;768.897,25;378.911,5;181.436,5;1.559.491,25;934.577,5;27.984;1.092.003,25;2.488.121,75;1.667.151,25;257.705,5;157.388;834.893,25
02.05.2016;00:00;00:00;766.635,25;363.070,75;223.814,75;1.256.950,5;1.374.574;25.970,75;1.051.334;2.181.378,25;1.077.173;220.755,5;156.857,75;656.783,5
09.05.2016;00:00;00:00;757.557,25;425.256,5;348.893,75;1.919.194,5;1.074.496,25;24.889,75;1.079.410;2.125.545,25;1.034.380;232.627,5;180.330,25;651.426,25
16.05.2016;00:00;00:00;758.114,75;435.347,25;151.873,5;998.283;1.016.997;25.469,75;1.206.025;2.347.936,25;1.146.079,25;287.080,5;154.090,75;741.678,25
23.05.2016;00:00;00:00;749.884;470.353;116.420,25;568.368;840.230,25;24.815,5;1.077.532;2.417.653;1.493.411,25;327.554,5;130.173;816.588
30.05.2016;00:00;00:00;735.141,5;450.284;223.318,75;635.268,75;950.358;24.261,5;1.196.536;2.265.489,75;1.492.578,75;284.452,25;162.334;750.620,75
06.06.2016;00:00;00:00;733.072,75;449.932,25;120.660;529.682,25;1.223.665;22.234,75;1.414.622,75;2.256.866,25;1.500.603,5;217.219,25;128.768,25;691.645,25
13.06.2016;00:00;00:00;739.391;435.861,5;94.617,25;565.875,25;953.116,5;21.948,75;1.387.931;2.348.613,25;1.624.769,75;290.115,5;174.577,5;736.065,5
20.06.2016;00:00;00:00;727.259,75;443.839;124.802;799.052,25;1.225.440,5;21.502,25;1.449.789,75;2.064.816,75;1.573.461,75;254.433,5;196.912,25;801.265,5
27.06.2016;00:00;00:00;734.964;463.518,75;235.653;1.114.281;1.085.163,5;19.839,75;1.439.276,5;2.191.055,5;1.276.207,5;243.330,5;166.273;742.256,5
04.07.2016;00:00;00:00;729.813,25;470.381,75;261.532,25;1.303.068,25;1.314.154,75;17.965;1.478.224,5;2.290.831,25;998.843,75;236.603,5;186.424,25;669.904
11.07.2016;00:00;00:00;720.177,5;440.783,25;247.908,75;1.173.453;953.997,5;18.071,5;1.424.798,25;2.571.224,25;1.048.356;247.936,25;152.955;686.652,25
18.07.2016;00:00;00:00;718.313,75;479.804;83.878,5;422.501,5;1.231.435,5;18.303,25;1.319.495;2.473.509,25;1.651.295,25;293.361,25;160.395,25;846.235,25
25.07.2016;00:00;00:00;717.751;489.631,5;63.262,5;453.506,5;1.009.357,75;18.735;1.300.187,75;2.404.655,75;1.849.184,25;293.524,5;136.582,75;832.203,5
01.08.2016;00:00;00:00;735.400,25;469.970,5;246.260,25;1.017.612,25;936.636,25;21.598;1.346.868,25;2.283.199;1.285.140,25;283.850,75;139.265,5;710.172,5
08.08.2016;00:00;00:00;743.778,75;493.937,75;315.294,25;1.180.386,5;962.050,25;21.456,25;1.529.075;2.272.950,5;860.341;237.044,5;161.460,25;607.766,75
15.08.2016;00:00;00:00;732.693;463.649,25;107.780;548.840,25;1.110.125,75;21.347,5;1.704.814;2.395.654;1.251.072,25;376.740,75;160.838;682.093,5
22.08.2016;00:00;00:00;723.233,5;422.610,75;140.863,25;837.448,75;1.234.188,5;21.453;1.708.444,75;2.500.351,5;1.302.894,25;583.626;166.342,25;732.916,25
29.08.2016;00:00;00:00;730.842,25;401.131,25;154.149;797.673,25;1.001.795;20.644,5;1.621.728,5;2.470.479,75;1.478.424,75;523.328,5;171.915,75;871.717,5
05.09.2016;00:00;00:00;724.926,5;389.250;86.627,5;508.335,75;1.073.361;20.523,75;1.513.210,25;2.550.499,5;1.569.918;599.072,5;167.208,5;917.214,75
12.09.2016;00:00;00:00;724.474,75;362.077,25;192.031,75;1.022.903,75;856.623,25;22.318,75;1.520.646;2.507.180,25;1.490.913,25;583.026;151.923;859.834
19.09.2016;00:00;00:00;738.797,25;379.706;100.148,25;386.348,5;841.957;25.740,5;1.665.344,25;2.766.169,75;1.724.617,5;606.953,25;132.387,25;837.686,5
26.09.2016;00:00;00:00;738.664,75;315.609,5;272.702,5;1.389.091,75;686.698;24.287,25;1.752.633,5;2.472.555;1.317.126,5;509.516;165.367,75;1.098.752,75
03.10.2016;00:00;00:00;750.696;290.952,25;330.662;1.316.205,25;450.527,75;27.249,5;1.768.095;2.630.133;1.352.127,25;584.945,25;143.122;976.817
10.10.2016;00:00;00:00;752.268,25;250.561;385.996,25;1.122.768;437.161;27.395,25;1.768.422,5;2.691.027,25;1.595.375,75;584.279,75;170.341,75;1.099.850
17.10.2016;00:00;00:00;755.238,5;252.678;273.723,75;656.878,25;297.584;28.185,5;1.775.857,75;2.692.703,75;1.926.224,25;705.816,25;169.201,5;1.254.117,75
24.10.2016;00:00;00:00;763.889,25;275.896,25;278.833;938.724;297.268,25;29.019,5;1.761.320,75;2.693.676;1.661.196;620.590,5;169.476,75;1.303.520,75
31.10.2016;00:00;00:00;766.685,25;242.516,25;276.960,5;1.207.743,75;298.435,25;32.366,75;1.768.567,75;2.924.990,25;1.636.418,25;455.331,25;156.330,75;1.069.584
07.11.2016;00:00;00:00;767.397,75;291.324,75;215.155,75;695.656,75;207.812;33.169,75;1.766.649,75;2.913.504,5;2.085.936;792.877,5;177.634,75;1.276.477,5
14.11.2016;00:00;00:00;759.023,25;278.316,75;445.095,25;2.774.307,5;206.442,25;31.972,75;1.690.845,25;2.347.493;1.238.034;517.480,25;162.235,75;1.037.434
21.11.2016;00:00;00:00;769.307;287.185,25;240.754,25;1.275.803;194.098;32.786;1.717.021,25;2.686.581,25;1.901.479,75;659.438;175.238,25;1.221.994,75
28.11.2016;00:00;00:00;784.467,75;268.561;285.210,5;1.768.592,25;330.774;34.057;1.708.051,5;2.557.901,25;1.896.485;635.615,75;185.192,75;1.124.884,25
05.12.2016;00:00;00:00;797.938;263.069,5;306.836,25;1.997.628,5;205.212,25;32.471,25;1.674.748;2.643.297,5;1.765.235,75;694.446,75;190.974,5;1.163.951,75
12.12.2016;00:00;00:00;801.078,75;270.672,5;154.049,25;722.521,75;124.624,25;33.458;1.505.655,5;2.887.487,75;2.272.703,75;911.116,25;218.007,5;1.284.098
19.12.2016;00:00;00:00;797.717,75;255.237,25;374.668,25;2.172.452,5;123.099,5;32.922,5;1.273.840;2.305.270,75;1.532.518,75;730.385,5;201.499,75;1.088.329,25
26.12.2016;00:00;00:00;795.337,75;225.686,5;378.603,5;2.229.841,25;219.687,25;31.305,5;1.034.381;2.104.846,25;937.296,75;511.430,5;171.488;672.874,5
02.01.2017;00:00;00:00;796.736,75;191.479;343.176,75;1.952.035,25;102.160;31.766,75;1.147.196,25;2.526.111,75;1.937.060,75;696.826,75;194.649,75;254.335
09.01.2017;00:00;00:00;792.907,75;197.321;384.967,75;2.509.603,75;92.539,75;32.179,75;1.273.148,25;2.673.138;1.577.146;715.821,5;184.063;235.704,5
16.01.2017;00:00;00:00;799.356,5;196.408,75;96.540,75;573.221;233.904,5;33.602,25;1.305.072,25;2.796.985,75;2.715.262;1.037.672,75;232.845,5;273.738,5
23.01.2017;00:00;00:00;804.870,25;190.316,5;250.775;883.395,25;303.890,25;31.898,75;1.413.480;2.627.749,25;2.425.026,5;943.979,75;233.768;244.991,25
30.01.2017;00:00;00:00;822.692,25;235.419,5;335.220,5;1.125.896,5;216.361,75;39.308,75;1.367.599,75;2.594.615,5;2.394.129,25;747.327;186.278,75;242.858,25
06.02.2017;00:00;00:00;831.074,5;219.819;553.415,25;1.231.609;262.079;43.052;1.116.383;2.710.514;2.269.137,75;816.312,5;187.540,75;270.303,5
13.02.2017;00:00;00:00;833.062,25;191.412,5;386.986,5;1.303.358,25;530.583;42.974;1.098.462,75;2.863.166,75;2.086.734,75;677.483;184.065,25;255.621,25
20.02.2017;00:00;00:00;820.238,5;236.173,75;569.809,5;3.677.969,75;371.080;41.946,25;1.074.183,25;2.343.739,75;828.127;434.041,75;176.634,75;238.774,5
27.02.2017;00:00;00:00;811.757,25;244.619;419.312;2.807.062,5;539.491,25;38.906,5;1.140.180;2.499.849,5;859.073,75;439.670;201.205,25;233.366,25
06.03.2017;00:00;00:00;807.472,25;277.883,5;339.656;1.476.749,5;564.454,25;39.255,25;1.091.983,75;2.629.963;1.581.252,5;618.548;185.733,5;253.489,75
13.03.2017;00:00;00:00;810.401;277.929;444.853,5;2.199.001,75;681.593,5;38.717,75;1.092.843;2.504.245;1.188.702;440.006,75;184.379;242.497,75
20.03.2017;00:00;00:00;802.727,75;302.105,75;261.971,5;1.536.544,75;776.291,5;37.845;1.078.704;2.612.040,5;1.426.609,25;481.675,75;206.409,75;240.458,25
27.03.2017;00:00;00:00;796.012;275.513,25;210.065;991.890,5;1.083.750;34.748,25;1.067.687;2.784.582,75;1.303.144,75;431.837,5;181.441;227.521,5
03.04.2017;00:00;00:00;793.126,75;271.218,75;236.471,5;1.140.658,5;909.508,25;34.403,25;975.717,5;2.720.704,25;1.383.709,75;472.880,75;195.645;236.620
10.04.2017;00:00;00:00;796.572,25;241.412,75;513.291,75;2.487.500,75;806.220,25;34.834,5;1.010.210,25;2.383.462;679.919,25;332.074;185.805;225.561,25
17.04.2017;00:00;00:00;805.049,75;263.857,5;384.470,25;1.778.968,75;870.262,25;40.295,5;1.197.169,5;2.473.763,5;962.049,75;403.290;181.087;236.372,25
24.04.2017;00:00;00:00;801.650,75;303.965,75;230.185;1.114.430,5;991.382,5;39.468;1.277.373,25;2.565.768,75;1.268.822,25;482.966,25;196.672,5;242.250,75
01.05.2017;00:00;00:00;793.770,5;313.353,25;438.100;1.444.861;779.080,75;36.186;1.287.654,75;2.516.705;1.055.232,5;415.796,5;153.516;230.034,5
08.05.2017;00:00;00:00;777.086,75;342.011;258.208,25;749.819,75;1.071.501,25;36.772,25;1.252.767,75;2.433.375;1.475.250;433.106;179.200,75;227.256,25
15.05.2017;00:00;00:00;768.309,25;358.011,75;221.504,5;789.852;1.264.787,75;31.477,25;1.269.765,25;2.500.496;1.277.090,75;390.811;172.480,5;214.673,75
22.05.2017;00:00;00:00;771.819,25;342.554,25;194.046,25;981.570,75;1.432.583,75;31.426;1.295.602,75;2.372.333,25;940.179,5;281.810,75;194.358,25;217.711
29.05.2017;00:00;00:00;752.394;368.781,5;144.686,5;889.950,5;1.292.684;29.218;1.383.611,75;2.357.382;1.266.346,25;474.696,5;187.713,5;200.372,75
05.06.2017;00:00;00:00;751.206,75;366.875,75;413.902,75;1.619.223,75;1.246.725,25;27.749;1.496.943,75;2.245.028,75;478.706;271.340,5;205.806,5;209.036,25
12.06.2017;00:00;00:00;751.720,5;347.018,75;308.679,5;1.518.294,75;1.333.798,5;27.580;1.491.308,5;2.355.891,5;732.300;335.359,5;199.104;200.547,75
19.06.2017;00:00;00:00;745.298;325.422;291.705,5;1.339.536,75;1.325.076,75;27.206,75;1.456.892,75;2.405.758;1.187.206,75;441.742,5;189.905,75;194.246
26.06.2017;00:00;00:00;747.369,5;346.456;291.086,25;1.492.316,5;957.285,5;27.231,5;1.487.087,75;2.459.424,75;936.206,5;452.620,5;176.245,75;197.368
03.07.2017;00:00;00:00;741.260,75;332.565,75;123.702,25;719.021,75;1.345.220;26.271,75;1.371.447;2.430.380,5;1.275.080,5;544.349,75;158.286;202.304,25
10.07.2017;00:00;00:00;741.454,5;341.858;200.338,25;916.154,25;1.027.350;27.201,5;1.080.997,75;2.413.344,25;1.026.659;571.870,75;153.205,5;223.281,25
17.07.2017;00:00;00:00;740.061;328.085;226.780,5;828.482,5;1.246.896;26.164,75;1.066.331,75;2.282.544,75;1.113.863;551.597,75;130.540,25;211.151,75
24.07.2017;00:00;00:00;741.894,75;358.047;245.245,25;1.465.626;867.218,5;26.919,75;1.187.435;2.260.182,5;880.536;388.028,75;155.746,5;207.359,5
31.07.2017;00:00;00:00;735.521;360.227,25;333.923;1.256.901,25;1.087.647,25;28.786,25;1.494.257,25;2.392.862,25;645.362,75;320.380,25;168.512;203.862,25
07.08.2017;00:00;00:00;742.471;355.160,25;220.739,5;978.913,5;864.309;30.175,75;1.494.920;2.523.807;707.783,25;335.248,25;152.399,25;208.144,25
